"sf1" "sf2" "sf3" "sp1" "sp2" "sp3"
"TRINITY_DN23794_c0_g1_i1" 8 2 10 4 8 4
"TRINITY_DN23718_c0_g1_i1" 2 0 2 0 2 0
"TRINITY_DN23748_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN23713_c0_g1_i1" 8 0 0 0 0 0
"TRINITY_DN23732_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN23721_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN23766_c0_g1_i1" 6 20 8 0 2 4
"TRINITY_DN23774_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN23782_c0_g1_i1" 950 1298 848 378 170 198
"TRINITY_DN23779_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN23768_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN23795_c0_g1_i1" 2 0 14 0 0 0
"TRINITY_DN23755_c0_g1_i1" 6 0 0 10 0 2
"TRINITY_DN23731_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN23769_c0_g1_i1" 4 0 2 0 0 0
"TRINITY_DN23752_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN23714_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN23751_c0_g1_i1" 2 0 20 0 0 0
"TRINITY_DN23740_c0_g1_i1" 4 10 0 0 0 0
"TRINITY_DN23704_c0_g1_i1" 4 0 6 0 0 0
"TRINITY_DN23783_c0_g1_i1" 26 34 48 20 2 4
"TRINITY_DN23701_c0_g1_i1" 2 0 0 4 0 0
"TRINITY_DN23799_c0_g1_i1" 18 10 14 4 0 2
"TRINITY_DN23771_c0_g1_i1" 2 2 12 0 0 0
"TRINITY_DN23702_c0_g1_i1" 0 6 8 0 2 0
"TRINITY_DN23711_c0_g1_i1" 2 24 12 6 2 4
"TRINITY_DN23725_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN23716_c0_g1_i1" 2 0 16 0 0 0
"TRINITY_DN23754_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN23733_c0_g1_i1" 0 6 0 2 0 2
"TRINITY_DN23761_c0_g1_i1" 0 2 4 0 0 0
"TRINITY_DN23700_c0_g1_i1" 16 22 20 0 0 0
"TRINITY_DN23739_c0_g1_i1" 2 6 0 4 4 0
"TRINITY_DN23757_c0_g1_i1" 0 10 0 2 2 0
"TRINITY_DN23723_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN23762_c0_g1_i1" 0 10 0 0 0 0
"TRINITY_DN23703_c0_g1_i1" 4 2 2 2 0 0
"TRINITY_DN23709_c0_g1_i1" 8 0 12 10 4 0
"TRINITY_DN23730_c0_g1_i1" 0 10 4 4 0 0
"TRINITY_DN23742_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN23724_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN23789_c0_g1_i1" 4 0 0 2 0 4
"TRINITY_DN23726_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN23758_c0_g1_i1" 4 2 4 2 0 0
"TRINITY_DN23772_c0_g1_i1" 4 6 8 0 0 0
"TRINITY_DN23763_c0_g1_i1" 0 4 2 2 0 0
"TRINITY_DN23719_c0_g1_i1" 0 2 4 0 0 0
"TRINITY_DN11229_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN11284_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN11244_c0_g1_i1" 8 10 22 0 0 0
"TRINITY_DN11227_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN11293_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN11207_c0_g1_i1" 0 8 2 2 0 2
"TRINITY_DN11204_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN11201_c0_g1_i1" 8 16 6 2 2 2
"TRINITY_DN11218_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN11219_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN11243_c0_g1_i1" 2 0 12 0 0 0
"TRINITY_DN11268_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN11248_c0_g1_i1" 10 12 22 4 2 2
"TRINITY_DN11259_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN11254_c0_g1_i1" 0 0 0 2 2 0
"TRINITY_DN11232_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN11298_c0_g1_i1" 28 10 8 2 0 6
"TRINITY_DN11238_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN11208_c0_g1_i1" 2 0 6 68 22 32
"TRINITY_DN11215_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN11274_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN11220_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN11256_c0_g1_i1" 0 4 0 2 0 0
"TRINITY_DN11224_c0_g1_i1" 10 0 16 0 0 0
"TRINITY_DN11260_c0_g1_i1" 10 4 10 6 4 4
"TRINITY_DN11251_c0_g1_i1" 0 14 16 0 2 0
"TRINITY_DN11226_c0_g1_i1" 0 20 2 0 2 0
"TRINITY_DN11289_c0_g1_i1" 0 6 4 4 0 0
"TRINITY_DN11281_c0_g1_i1" 2 0 0 6 0 2
"TRINITY_DN11222_c0_g1_i1" 8 4 0 0 0 0
"TRINITY_DN11217_c0_g1_i1" 0 0 2 0 4 0
"TRINITY_DN11299_c0_g1_i1" 2 2 6 6 0 0
"TRINITY_DN11230_c0_g1_i1" 4 14 2 0 0 2
"TRINITY_DN11282_c0_g1_i1" 0 0 0 0 4 0
"TRINITY_DN11212_c0_g1_i1" 6 18 6 0 0 0
"TRINITY_DN11290_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN11228_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN11287_c0_g1_i1" 8 0 0 0 0 0
"TRINITY_DN11257_c0_g1_i1" 2 2 4 2 0 0
"TRINITY_DN11216_c0_g1_i1" 0 2 0 2 0 0
"TRINITY_DN11285_c0_g1_i1" 22 0 10 0 0 2
"TRINITY_DN11206_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN11253_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN11234_c0_g1_i1" 4 0 0 4 2 0
"TRINITY_DN11263_c0_g1_i1" 0 0 4 0 2 0
"TRINITY_DN11296_c0_g1_i1" 0 0 18 2 2 0
"TRINITY_DN11245_c0_g1_i1" 8 4 6 2 2 2
"TRINITY_DN11210_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN11292_c0_g1_i1" 2 2 2 2 0 0
"TRINITY_DN11277_c0_g1_i1" 4 0 2 2 0 0
"TRINITY_DN11258_c0_g1_i1" 2 0 4 2 2 0
"TRINITY_DN11267_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN11203_c0_g1_i1" 8 4 4 0 0 0
"TRINITY_DN11223_c0_g1_i1" 4 2 2 0 2 0
"TRINITY_DN11241_c0_g1_i1" 2 0 2 2 0 0
"TRINITY_DN11236_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN11273_c0_g1_i1" 0 4 2 0 0 2
"TRINITY_DN11291_c0_g1_i1" 0 0 30 0 0 0
"TRINITY_DN11288_c0_g1_i1" 10 10 16 2 2 4
"TRINITY_DN11275_c0_g1_i1" 8 6 16 2 2 0
"TRINITY_DN11271_c0_g1_i1" 24 14 4 2 0 0
"TRINITY_DN11294_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN11255_c0_g1_i1" 14 6 16 10 10 4
"TRINITY_DN11221_c0_g1_i1" 2 0 6 2 0 0
"TRINITY_DN11246_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN11237_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN11279_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN11276_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN11261_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN11295_c0_g1_i1" 0 2 8 4 0 0
"TRINITY_DN11213_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN11269_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN11242_c0_g1_i1" 4 8 6 0 0 0
"TRINITY_DN11235_c0_g1_i1" 20 0 0 10 8 8
"TRINITY_DN11280_c0_g1_i1" 0 0 0 4 2 0
"TRINITY_DN11240_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN11233_c0_g1_i1" 2 0 0 4 0 4
"TRINITY_DN11286_c0_g1_i1" 18 50 2 10 10 8
"TRINITY_DN11200_c0_g1_i1" 12 8 8 12 4 0
"TRINITY_DN11264_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN11283_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN11262_c0_g1_i1" 2 0 4 0 0 0
"TRINITY_DN11272_c0_g1_i1" 0 2 0 4 0 2
"TRINITY_DN11278_c0_g1_i1" 0 2 6 0 0 0
"TRINITY_DN11266_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN11225_c0_g1_i1" 2 0 4 0 2 0
"TRINITY_DN11202_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN11252_c0_g1_i1" 4 0 4 2 10 8
"TRINITY_DN11297_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN11270_c0_g1_i1" 4 0 6 0 0 0
"TRINITY_DN11249_c0_g1_i1" 0 2 0 2 0 0
"TRINITY_DN11250_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN11211_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN11205_c0_g1_i1" 50 84 6 0 2 2
"TRINITY_DN11239_c0_g1_i1" 0 10 0 2 0 0
"TRINITY_DN11231_c0_g1_i1" 6 10 0 0 2 0
"TRINITY_DN11214_c0_g1_i1" 4 6 8 2 0 0
"TRINITY_DN20534_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20542_c0_g1_i1" 0 0 0 0 0 4
"TRINITY_DN20538_c0_g1_i1" 0 0 0 0 2 2
"TRINITY_DN20583_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20525_c0_g1_i1" 0 0 0 4 2 0
"TRINITY_DN20556_c0_g1_i1" 0 0 0 2 2 0
"TRINITY_DN20550_c0_g1_i1" 2 4 0 8 0 0
"TRINITY_DN20502_c0_g1_i1" 4 0 2 6 0 6
"TRINITY_DN20513_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20595_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN20560_c0_g1_i1" 0 0 0 6 6 4
"TRINITY_DN20599_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN20578_c0_g1_i1" 4 0 4 2 0 4
"TRINITY_DN20591_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20563_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN20582_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN20510_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20519_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20567_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN20592_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN20559_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20589_c0_g1_i1" 2 0 4 0 0 0
"TRINITY_DN20571_c0_g1_i1" 0 2 0 2 0 0
"TRINITY_DN20586_c0_g1_i1" 6 0 0 2 0 0
"TRINITY_DN20576_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20527_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20555_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20514_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20552_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20543_c0_g1_i1" 4 0 0 0 2 0
"TRINITY_DN20546_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN20526_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20531_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20547_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20523_c0_g1_i1" 4 2 2 0 0 0
"TRINITY_DN20528_c0_g1_i1" 2 6 0 4 0 0
"TRINITY_DN20517_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN20522_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20575_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN20585_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20561_c0_g1_i1" 4 0 2 4 0 0
"TRINITY_DN20536_c0_g1_i1" 4 4 0 2 2 0
"TRINITY_DN20539_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN20597_c0_g1_i1" 12 0 12 4 0 2
"TRINITY_DN20516_c0_g1_i1" 6 0 0 4 0 6
"TRINITY_DN20570_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20566_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20554_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20598_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20511_c0_g1_i1" 0 0 4 4 0 0
"TRINITY_DN20553_c0_g1_i1" 0 0 10 0 0 0
"TRINITY_DN20506_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20596_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN20577_c0_g1_i1" 0 18 2 4 4 0
"TRINITY_DN20564_c0_g1_i1" 0 8 0 0 0 0
"TRINITY_DN20565_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20535_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20520_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20548_c0_g1_i1" 4 2 0 6 4 0
"TRINITY_DN20540_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20515_c0_g1_i1" 0 10 0 0 0 0
"TRINITY_DN20508_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20500_c0_g1_i1" 0 10 0 0 0 0
"TRINITY_DN20587_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20557_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20532_c0_g1_i1" 6 0 8 0 0 0
"TRINITY_DN20569_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN20512_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20505_c0_g1_i1" 2 0 2 2 0 0
"TRINITY_DN20572_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN20549_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN20530_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN20524_c0_g1_i1" 2 4 2 0 0 0
"TRINITY_DN20590_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN20509_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20584_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20537_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20588_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20573_c0_g1_i1" 0 0 12 0 0 0
"TRINITY_DN20568_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20507_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20503_c0_g1_i1" 0 0 4 0 2 0
"TRINITY_DN20594_c0_g1_i1" 2 2 0 0 0 2
"TRINITY_DN20574_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20545_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20529_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20558_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN20504_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20533_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20541_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20562_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20544_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20551_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20593_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN15841_c0_g1_i1" 6 2 0 0 0 0
"TRINITY_DN15806_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15867_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN15893_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15888_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15817_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN15884_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15897_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15875_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15842_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15881_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15837_c0_g1_i1" 0 2 0 4 0 0
"TRINITY_DN15874_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15865_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN15809_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15870_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN15830_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15823_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN15829_c0_g1_i1" 0 2 6 0 2 0
"TRINITY_DN15866_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15878_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN15846_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15899_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15839_c0_g1_i1" 0 0 0 4 2 0
"TRINITY_DN15834_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15845_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN15816_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN15877_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15864_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN15849_c0_g1_i1" 2 0 0 0 2 0
"TRINITY_DN15873_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15848_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15814_c0_g1_i1" 0 2 6 0 0 0
"TRINITY_DN15861_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15856_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15852_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN15805_c0_g1_i1" 0 0 2 0 2 0
"TRINITY_DN15855_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15862_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15815_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN15879_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15811_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN15812_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15889_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15876_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15895_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15822_c0_g1_i1" 2 4 4 0 2 0
"TRINITY_DN15838_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN15882_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN15850_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15825_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN15831_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15871_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15828_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN15833_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN15844_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN15898_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15869_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15827_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN15819_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15808_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN15858_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN15863_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15880_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN15886_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15818_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15821_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN15835_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN15810_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15891_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN15826_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15804_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN15840_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15868_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15807_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15813_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15853_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN15836_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN15857_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN15832_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15843_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15872_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN15883_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN15824_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN15800_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21714_c0_g1_i1" 0 10 0 6 0 4
"TRINITY_DN21786_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN21797_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21775_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN21753_c0_g1_i1" 0 4 0 0 0 2
"TRINITY_DN21767_c0_g1_i1" 0 0 0 4 2 2
"TRINITY_DN21748_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN21704_c0_g1_i1" 2 0 14 4 0 2
"TRINITY_DN21707_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21712_c0_g1_i1" 2 0 44 2 0 0
"TRINITY_DN21769_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21768_c0_g1_i1" 0 0 8 0 0 0
"TRINITY_DN21764_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21733_c0_g1_i1" 0 16 10 4 0 8
"TRINITY_DN21720_c0_g1_i1" 6 0 0 0 0 2
"TRINITY_DN21798_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21726_c0_g1_i1" 2 4 0 2 8 2
"TRINITY_DN21740_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21721_c0_g1_i1" 0 2 4 0 2 2
"TRINITY_DN21783_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN21749_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN21761_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21741_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN21738_c0_g1_i1" 0 4 0 2 0 0
"TRINITY_DN21759_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN21702_c0_g1_i1" 0 6 2 2 0 0
"TRINITY_DN21781_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21744_c0_g1_i1" 0 8 0 2 0 0
"TRINITY_DN21754_c0_g1_i1" 6 4 20 10 0 2
"TRINITY_DN21718_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN21757_c0_g1_i1" 0 14 0 2 0 4
"TRINITY_DN21737_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21799_c0_g1_i1" 2 10 0 0 0 0
"TRINITY_DN21700_c0_g1_i1" 6 10 34 18 2 16
"TRINITY_DN21743_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN21771_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21739_c0_g1_i1" 6 0 0 2 0 2
"TRINITY_DN21732_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN21772_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN21779_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21779_c1_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21752_c0_g1_i1" 2 0 0 4 0 0
"TRINITY_DN21756_c0_g1_i1" 2 6 0 0 0 0
"TRINITY_DN21703_c0_g1_i1" 0 2 0 0 2 6
"TRINITY_DN21784_c0_g1_i1" 0 4 4 0 0 0
"TRINITY_DN21705_c0_g1_i1" 16 0 30 0 0 0
"TRINITY_DN21770_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21746_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN21713_c0_g1_i1" 0 2 0 0 2 0
"TRINITY_DN21790_c0_g1_i1" 14 0 0 0 0 0
"TRINITY_DN21794_c0_g1_i1" 4 4 2 26 28 30
"TRINITY_DN21722_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN21789_c0_g1_i1" 2 2 14 16 20 4
"TRINITY_DN21755_c0_g1_i1" 2 4 0 2 2 2
"TRINITY_DN21715_c0_g1_i1" 4 4 4 6 2 2
"TRINITY_DN21778_c0_g1_i1" 0 6 2 0 2 0
"TRINITY_DN21796_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21765_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21731_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21727_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21751_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN21763_c0_g1_i1" 0 6 0 4 0 0
"TRINITY_DN21777_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21742_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21716_c0_g1_i1" 0 0 6 4 0 4
"TRINITY_DN21711_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN21701_c0_g1_i1" 8 0 8 0 0 0
"TRINITY_DN21717_c0_g1_i1" 0 0 12 0 0 0
"TRINITY_DN21791_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21723_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN21710_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN21706_c0_g1_i1" 2 0 8 2 2 0
"TRINITY_DN21774_c0_g1_i1" 4 6 4 4 0 2
"TRINITY_DN21724_c0_g1_i1" 4 2 4 0 0 2
"TRINITY_DN21773_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN21785_c0_g1_i1" 6 60 2 6 2 2
"TRINITY_DN21787_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN21758_c0_g1_i1" 0 2 0 0 0 2
"TRINITY_DN21792_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN21747_c0_g1_i1" 2 0 0 4 0 0
"TRINITY_DN21730_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN21782_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN21728_c0_g1_i1" 20 4 14 8 0 2
"TRINITY_DN21788_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN21734_c0_g1_i1" 18 4 12 0 2 0
"TRINITY_DN21729_c0_g1_i1" 30 42 104 40 10 14
"TRINITY_DN21719_c0_g1_i1" 0 0 0 0 0 0
